objectName,type,x1,y1,dx,dy,file,label,scale
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1ED450>,RectROI,430.8519362186788,473.3302961275626,51.24373576309796,60.0091116173121,region10002_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1ED590>,RectROI,573.7949886104783,225.876993166287,22.25056947608209,56.6378132118451,region10002_Z.jpg,9AP (None),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1ECFF0>,RectROI,26.970387243735765,8.765375854214122,56.63781321184511,51.91799544419135,region10002_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1ECF50>,LineROI,64.05466970387243,35.735763097949885,43.82687927107062,47.87243735763098,region10002_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1ED8B0>,LineROI,151.70842824601365,122.04100227790433,150.35990888382688,99.11617312072892,region10002_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1ED950>,LineROI,92.77813211845104,252.4428246013668,70.33876993166287,261.93640091116174,region10002_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EDA90>,LineROI,270.5669248291572,354.7145330296128,293.86933940774486,367.22879271070616,region10002_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EDB30>,LineROI,395.2779954441913,270.1353986332574,378.4484738041002,282.218132118451,region10002_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EDBD0>,LineROI,444.0404555808656,317.1717539863326,444.47198177676535,292.5747608200455,region10002_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EDC70>,LineROI,198.93357630979497,416.4227790432802,191.5976309794989,431.09466970387246,region10002_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EDD10>,LineROI,461.7330296127562,382.33220956719816,475.54186788154897,387.9420501138952,region10002_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EDDB0>,LineROI,489.3507061503417,407.7922551252847,510.9270159453303,409.08683371298406,region10002_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EDE50>,LineROI,573.4983143507973,374.5647380410023,589.033257403189,385.78441913439633,region10002_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EDEF0>,LineROI,287.8279726651481,97.95644646924828,308.9727562642369,93.64118451025055,region10002_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EDF90>,LineROI,447.9241913439636,510.4954897494305,463.89066059225513,518.2629612756264,region10002_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EE030>,LineROI,496.6866514806378,532.0717995444192,520.852118451025,525.5989066059226,region10002_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.PointROI object at 0x0000020ECB1EE0D0>,PointROI,184.25512528473803,95.25284738041002,0.0,0.0,region10002_Z.jpg,vacancy,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1ED9F0>,RectROI,44.64692482915718,18.22323462414579,-40.09111617312073,36.90205011389522,region20004_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EE210>,RectROI,61.04783599088839,45.10250569476082,32.34624145785878,36.44646924829158,region20004_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EE2B0>,RectROI,68.79271070615034,90.20501138952164,38.7243735763098,40.09111617312072,region20004_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EE350>,RectROI,58.31435079726652,148.9749430523918,38.724373576309794,45.10250569476082,region20004_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1ED6D0>,RectROI,128.92938496583145,153.0751708428246,40.546697038724375,39.17995444191345,region20004_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1ED770>,RectROI,181.77676537585424,20.501138952164013,37.8132118451025,34.16856492027335,region20004_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EE3F0>,RectROI,197.26651480637813,169.93166287015947,37.35763097949885,37.8132118451025,region20004_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EE490>,RectROI,277.9043280182233,203.6446469248292,-43.7357630979499,36.44646924829158,region20004_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EE530>,RectROI,315.2619589977221,157.17539863325743,42.82460136674263,45.10250569476082,region20004_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EE5D0>,RectROI,362.6423690205012,143.5079726651481,31.43507972665145,38.7243735763098,region20004_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EE670>,RectROI,325.740318906606,35.99088838268793,37.8132118451025,28.24601366742597,region20004_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EE710>,RectROI,383.5990888382688,9.567198177676538,-42.82460136674257,27.790432801822327,region20004_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EE7B0>,RectROI,170.84282460136677,267.4259681093394,42.36902050113895,33.25740318906611,region20004_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EE170>,RectROI,165.37585421412302,315.2619589977221,44.19134396355352,40.09111617312078,region20004_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EE850>,RectROI,113.89521640091117,290.6605922551253,36.44646924829159,33.25740318906605,region20004_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EE8F0>,RectROI,146.24145785876993,353.5307517084283,-39.635535307517074,-30.523917995444208,region20004_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EE990>,RectROI,43.28018223234625,340.31890660592256,38.7243735763098,41.4578587699317,region20004_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EEA30>,RectROI,135.30751708428247,393.621867881549,-37.8132118451025,-37.8132118451025,region20004_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EEAD0>,LineROI,28.701594533029617,26.87927107061504,13.211845102505697,31.890660592255127,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EEB70>,LineROI,80.18223234624146,57.85876993166288,67.42596810933941,68.33712984054671,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EECB0>,LineROI,95.21640091116174,106.60592255125286,87.47152619589978,120.2733485193622,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EED50>,LineROI,71.98177676537586,160.36446469248293,87.92710706150342,166.74259681093395,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EEDF0>,LineROI,147.60820045558089,163.0979498861048,136.67425968109342,174.48747152619592,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EEE90>,LineROI,219.5899772209568,179.04328018223237,204.55580865603648,184.9658314350797,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EEF30>,LineROI,246.92482915717545,229.6127562642369,245.5580865603645,210.9339407744875,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EEFD0>,LineROI,329.3849658314351,182.2323462414579,344.4191343963554,194.07744874715263,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EF070>,LineROI,369.9316628701594,170.38724373576312,370.8428246013668,154.44191343963556,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EF110>,LineROI,340.77448747152624,44.191343963553535,352.16400911161736,47.380410022779046,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EF1B0>,LineROI,353.07517084282466,19.58997722095672,370.3872437357632,20.501138952164013,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EF250>,LineROI,198.63325740318908,47.835990888382696,190.43280182232348,31.435079726651484,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EF2F0>,LineROI,189.52164009111613,275.62642369020506,204.55580865603648,282.9157175398633,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EF390>,LineROI,172.66514806378134,326.6514806378132,190.8883826879272,327.1070615034169,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EF430>,LineROI,127.10706150341689,303.41685649202736,123.00683371298406,312.9840546697039,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EF4D0>,LineROI,131.20728929384967,342.1412300683372,131.20728929384967,328.4738041002278,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EF570>,LineROI,106.1503416856492,379.95444191343967,123.00683371298406,374.0318906605923,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECB1EF610>,LineROI,55.12528473804101,369.0205011389522,71.98177676537586,364.0091116173121,region20004_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.PointROI object at 0x0000020ECB1EF6B0>,PointROI,23.635535307517088,130.69703872437358,0.0,0.0,region20004_Z.jpg,vacancy,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.PointROI object at 0x0000020ECB1EF750>,PointROI,93.33940774487472,150.28701594533032,0.0,0.0,region20004_Z.jpg,vacancy,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1ED630>,RectROI,26.4236902050114,8.200455580865604,40.546697038724375,33.25740318906607,region20005_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EF890>,RectROI,109.33940774487472,57.85876993166288,40.54669703872439,37.81321184510252,region20005_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EF930>,RectROI,21.867881548974943,111.16173120728932,45.55808656036446,38.7243735763098,region20005_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EF9D0>,RectROI,29.612756264236904,84.73804100227791,-31.435079726651484,-36.902050113895214,region20005_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EF7F0>,RectROI,179.95444191343967,12.756264236902052,38.26879271070615,36.902050113895214,region20005_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EEC10>,RectROI,252.8473804100228,26.87927107061504,-40.546697038724375,34.62414578587699,region20005_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EFBB0>,RectROI,325.2847380410023,5.011389521640091,39.6355353075171,37.35763097949887,region20005_Z.jpg,9AP (None),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EFC50>,RectROI,306.1503416856492,59.68109339407746,31.43507972665151,33.71298405466971,region20005_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EFCF0>,RectROI,376.7653758542141,68.33712984054671,-36.9020501138952,34.62414578587699,region20005_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EFD90>,RectROI,254.6697038724374,163.55353075170845,38.26879271070615,38.26879271070615,region20005_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EFED0>,RectROI,338.95216400911164,153.53075170842826,39.6355353075171,34.624145785877005,region20005_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EFE30>,RectROI,194.98861047836,163.55353075170845,41.002277904328025,36.44646924829158,region20005_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4C190>,RectROI,147.60820045558089,164.46469248291572,40.546697038724375,40.546697038724375,region20005_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4C230>,RectROI,40.09111617312073,175.39863325740322,30.5239179954442,35.53530751708428,region20005_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4C2D0>,RectROI,115.2619589977221,198.63325740318908,-46.9248291571754,38.26879271070615,region20005_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4C410>,RectROI,151.25284738041003,248.29157175398635,38.7243735763098,37.81321184510253,region20005_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4C4B0>,RectROI,236.4464692482916,238.26879271070612,43.28018223234622,39.179954441913424,region20005_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4C550>,RectROI,303.41685649202736,210.0227790432802,35.99088838268796,38.7243735763098,region20005_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4C5F0>,RectROI,349.88610478359914,218.67881548974944,41.45785876993165,37.81321184510253,region20005_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4C690>,RectROI,296.12756264236907,289.749430523918,41.002277904328025,41.913439635535326,region20005_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4C370>,RectROI,247.83599088838272,303.41685649202736,43.7357630979499,42.82460136674263,region20005_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4C730>,RectROI,316.6287015945331,357.17539863325743,40.09111617312072,38.26879271070618,region20005_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4C7D0>,RectROI,91.57175398633258,329.3849658314351,38.268792710706165,35.079726651480655,region20005_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4C870>,RectROI,24.601366742596813,297.9498861047836,42.36902050113896,35.99088838268796,region20005_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4C910>,RectROI,42.8246013667426,269.70387243735763,40.546697038724375,38.7243735763098,region20005_Z.jpg,9AP (None),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4C9B0>,RectROI,106.1503416856492,271.0706150341686,-30.5239179954442,36.44646924829158,region20005_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4CA50>,RectROI,69.70387243735763,358.54214123006835,38.7243735763098,30.523917995444208,region20005_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4CAF0>,LineROI,0.9111617312072894,69.70387243735763,15.48974943052392,76.99316628701595,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4CB90>,LineROI,49.202733485193626,130.29612756264237,36.44646924829158,139.40774487471526,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4CC30>,LineROI,135.76309794988612,79.27107061503418,123.00683371298406,87.92710706150342,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4CCD0>,LineROI,208.65603644646927,40.09111617312073,204.55580865603648,20.956719817767656,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4CD70>,RectROI,252.8473804100228,26.87927107061504,-40.546697038724375,34.62414578587699,region20005_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4CE10>,LineROI,238.72437357630983,44.64692482915718,226.87927107061503,54.66970387243736,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4CEB0>,LineROI,317.995444191344,83.82687927107062,316.1731207289294,66.97038724373577,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4CF50>,RectROI,376.7653758542141,68.33712984054671,-36.9020501138952,34.62414578587699,region20005_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4CFF0>,LineROI,358.0865603644648,78.81548974943053,344.4191343963554,87.47152619589978,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4D090>,LineROI,171.44419134396355,176.34259681093394,155.11617312072894,182.8738041002278,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4D130>,RectROI,194.98861047836,163.55353075170845,41.002277904328025,36.44646924829158,region20005_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4D1D0>,LineROI,210.3981776765376,174.94305239179954,224.62687927107064,181.2410022779044,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4D270>,LineROI,265.6801822323462,175.87608200455583,281.3084282460137,176.575854214123,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4D310>,LineROI,252.8510250569475,266.3799544419133,253.08428246013656,249.3521640091115,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4D3B0>,LineROI,163.28018223234616,269.4123006833712,176.809111617312,279.9088838268792,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4D450>,LineROI,76.27517084282461,218.5621867881549,90.97038724373576,228.3589977220957,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4D4F0>,LineROI,85.60546697038723,295.3038724373576,86.5384965831435,280.14214123006826,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4D590>,LineROI,102.16674259681088,341.48883826879256,118.72801822323456,342.88838268792693,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4D630>,LineROI,37.08792710706149,325.394077448747,51.31662870159451,321.1954441913438,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4D6D0>,RectROI,69.70387243735763,358.54214123006835,38.7243735763098,30.523917995444208,region20005_Z.jpg,9AP (S),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4D770>,LineROI,101.86808356339932,382.2157846097793,101.86808356339932,370.8503372700612,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4D810>,LineROI,264.3518862719619,316.9696980299161,277.40110358793453,322.862892946807,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4D8B0>,RectROI,296.12756264236907,289.749430523918,41.002277904328025,41.913439635535326,region20005_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4D950>,LineROI,305.1833081961344,303.92048071394345,323.2838354408706,303.92048071394345,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4D9F0>,LineROI,341.8053051796705,378.84824465727024,330.4398578399524,386.84615204447925,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4DA90>,LineROI,366.2199698353612,231.51837173499848,379.6901296453975,239.09533662814388,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4DB30>,LineROI,362.85242988285216,176.79584750672612,350.22415506094313,178.058674988917,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4DBD0>,LineROI,313.1812155833434,236.14873916969844,330.4398578399524,232.36025672312576,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4DC70>,LineROI,52.84738041002279,29.612756264236904,42.8246013667426,17.3120728929385,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.PointROI object at 0x0000020ECBC4DD10>,PointROI,-9.621867881548974,162.58769931662871,0.0,0.0,region20005_Z.jpg,vacancy,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.PointROI object at 0x0000020ECBC4DDB0>,PointROI,248.23690205011397,78.76082004555809,0.0,0.0,region20005_Z.jpg,vacancy,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.LineROI object at 0x0000020ECBC4DE50>,LineROI,46.01366742596812,200.00000000000003,60.59225512528474,195.4441913439636,region20005_Z.jpg,Empty Label,0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECBC4C0F0>,RectROI,62.87015945330297,20.956719817767656,42.824601366742606,36.44646924829158,region20006_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1ECCD0>,RectROI,126.1958997722096,39.63553530751709,45.55808656036446,43.28018223234625,region20006_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EFF70>,RectROI,69.70387243735763,91.57175398633258,44.64692482915719,-35.07972665148064,region20006_Z.jpg,9AP (R),0.0253378378378378
<ui.PyQtImageViewer.QtImageViewer.RectROI object at 0x0000020ECB1EFB10>,RectROI,26.87927107061504,127.10706150341689,40.546697038724375,37.35763097949885,region20006_Z.jpg,9AP (R),0.0253378378378378
